,0
0,247.3613866516451
1,66.04097359629074
2,101.3095273674706
3,213.35597082795869
4,159.78776950110625
5,76.03995095619561
6,168.7098194094172
7,173.39517610160703
8,52.566150119114184
9,225.9750958326151
10,104.77348896099515
11,89.35166849835262
12,126.58347622145303
13,63.82610145097834
14,149.95203689504254
15,142.09130754269097
16,68.61905252765888
17,103.78005600820917
18,193.36484070309507
19,103.81280602474988
20,125.72808220614931
21,159.92936437488942
22,93.36835902769295
23,79.29295543320654
24,76.15428836714949
25,155.44644606613863
26,188.84864549331957
27,127.25849012901332
28,233.51350051166125
29,145.20264200834126
30,55.58071503829443
31,168.45837923163992
32,101.70809062476545
33,119.79527229645771
34,149.94640826581784
35,228.67271302118775
36,183.3780068145727
37,91.50169204531443
38,160.46180786648677
39,204.81239598111281
40,161.52300059502056
41,135.21594950081533
42,37.96897560668653
43,109.07586271633755
44,128.83030848352502
45,212.14323781574964
46,231.98194249420334
47,137.1941435192999
48,174.37258639112915
49,82.55340793650691
50,150.81753095066276
51,83.69368160056116
52,197.03909058360563
53,148.74683369060904
54,162.48855914981624
55,139.1255498448259
56,171.34721959230964
57,153.78597886563614
58,211.69073068241656
59,108.06882281694794
60,138.14597235411128
61,162.22467980073526
62,61.87115814976681
63,231.57653761788788
64,139.7132411722262
65,127.74427528311378
66,138.78073147300734
67,171.8045282072609
68,170.08427073637648
69,119.33621789385467
70,109.483696332092
71,156.20527995596132
72,133.96277038900405
73,220.6308851680542
74,134.20322331462293
75,105.7052636816288
76,256.17224078356526
77,185.5379021385718
78,196.59582694582735
79,187.9815475541057
80,197.20520479379167
81,154.0642974319083
82,87.19402711137504
83,186.33854067282638
84,112.09357445480879
85,128.97848806019095
86,67.61978093112552
87,68.83411375142808
88,144.7138173999159
89,133.5330039190071
90,194.76743524198258
91,81.88212488226054
92,53.65624857972216
93,199.7752607191652
94,115.40523907241766
95,105.98642615157499
96,232.5257830815611
97,201.29127591958164
98,231.99811210283855
99,151.7976944299563
100,64.55674112973784
101,104.2074013652281
102,183.07930177336752
103,184.69191866384068
104,114.7947520950948
105,59.19388059010342
106,94.71685921023557
107,112.80669343858627
108,148.50557994792072
109,125.24523170409056
110,214.5527819227427
111,50.761961852987994
112,189.2332922253573
113,185.9244032391756
114,150.75871893031035
115,70.15942573664148
116,233.4634744287115
117,180.02722698864838
118,99.55472812623273
119,173.24687601595897
120,222.38453610188608
121,190.93169311720357
122,168.9131036524288
123,185.64894882379616
124,154.35607550279252
125,185.72739008303552
126,143.64277998091302
127,96.20674349545183
128,172.29107326044777
129,164.13682116936198
130,176.65390695450526
131,114.25101128932744
132,162.17435588220815
133,87.64234698955794
134,96.92818166973693
135,163.98731677859303
136,80.13801558271228
137,177.44319389951104
138,73.85127128173212
139,116.36752688857626
140,73.39425603773319
141,124.56651387395617
142,131.69160308809433
143,97.22310631381518
144,201.8752639388946
145,126.72461382999799
146,160.3541006584564
147,152.73471942071077
148,64.82784312012816
149,213.4539136596979
150,249.4473224115885
151,134.71706480548818
152,184.87712269287982
153,162.26983063196985
154,158.3545357245442
155,114.81078151596509
156,146.06860048343142
157,169.21723947086605
158,123.83153146121472
159,93.52496846235017
160,85.20639054537807
161,243.73054001906644
162,211.04718739032137
163,150.6717731022481
164,139.17216532147748
165,133.31418555367188
166,65.14909358095514
167,192.09923612565507
168,154.1778291971679
169,235.30919745416682
170,77.11048838370115
171,167.92714808678025
172,74.59387123132802
173,182.81625271012095
174,161.2126545446761
175,114.98255365444297
176,227.91644299274387
177,162.20584706611658
178,116.9165350437443
179,94.64681214900858
180,66.59897527341855
181,182.7060757885818
182,139.44360486901195
183,157.51885224944365
184,56.343505433313666
185,282.147838285135
186,89.71135589730525
187,127.98402682758959
188,114.41086045321538
189,167.616627919885
190,178.88623556275434
191,188.2352173411193
192,142.2846870684659
193,172.47909242724882
194,89.41733988548987
195,238.346820509634
196,280.47520190957664
197,156.7460095910809
198,91.83077933331745
199,45.710315903671045
200,96.69630953854936
201,152.2439889784602
202,116.54573343636238
203,127.00507427398529
204,154.4725272452278
205,142.65954855753407
206,79.80904831470565
207,112.40011596652337
208,168.64995224626878
209,86.53540685345669
210,93.69507671233634
211,251.95306234678475
212,126.13988049390093
213,250.33979338759576
214,103.20073033599584
215,172.10166571542175
216,131.66744055399246
217,120.75986884215332
218,128.85503579616642
219,236.8838750446734
220,85.08829655010913
221,125.79621678211436
222,133.53630144670805
223,175.31969129105295
224,201.03513010698688
225,161.23710327992168
226,159.38605744463214
227,122.0663984067247
228,54.33748214750884
229,106.38252950260608
230,175.0380311874307
231,248.26697254915808
232,144.68561112685774
233,134.04212273372755
234,182.1066525190063
235,117.52492503304171
236,73.43622020980843
237,167.59217056904774
238,130.59278428830444
239,251.3095851208033
240,103.60965629394451
241,224.73370586486755
242,206.37042315137415
243,178.26148279316192
244,116.77147885350028
245,61.46472113325987
246,163.9083037981739
247,223.22952302474476
248,135.30167319374135
249,172.3647521233387
250,228.43017098429056
251,189.1717663478769
252,209.984652888737
253,147.68771567946706
254,207.8036561705534
255,70.25950974280082
256,179.40016150394456
257,158.04942694500403
258,171.57120929375583
259,134.86385717299606
260,126.3155936902637
261,167.5958697589832
262,211.60558188550175
263,149.66058940868564
264,125.8926702462515
265,137.03649942187442
266,152.43813055209844
267,153.71630118560716
268,110.62707737639792
269,153.44235545678302
270,128.58480102221787
271,113.2878977209354
272,173.72407785125932
273,221.91364885138518
274,88.86050823368605
275,144.58439662666584
276,174.21213655430486
277,46.7600327177515
278,205.0134041417075
279,252.1580556277957
280,115.17053144886356
281,229.48820695495988
282,231.9885924342222
283,108.79628013870487
284,190.94464059763428
285,85.88520227429139
286,175.9943958263065
287,128.43501012515856
288,121.7612435716925
289,202.87267600707435
290,160.28213490890283
291,65.50815883469346
292,230.4482394794225
293,157.3544245154757
294,126.33576804863587
295,214.13943724774438
296,93.0865929448544
297,139.7492247576284
298,205.88805728485227
299,57.27725729244804
300,195.0596304362186
301,160.47927296334075
302,132.9207355002895
303,172.0782162436505
304,237.7193170099284
305,213.58085850368496
306,105.16991756460405
307,124.93980867170566
308,102.17817879434196
309,47.414630852305294
310,208.31958724044085
311,118.23454654728395
312,133.88728178844943
313,120.45211038979812
314,181.73948766170489
315,182.17051687236415
316,149.5962451830217
317,258.7759770231338
318,177.5938515938872
319,60.32209302826686
320,116.59465558768242
321,93.24286986495312
322,83.80390584133016
323,199.11882921527328
324,83.46646590383507
